Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted),Overperforming Score
Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Столица.bg,Stolica.bg,100040057191379,NEWS_SITE,BG,"🟠 Сайтът на София 🟠
🧡 www.Столица.bg 🧡",2016-11-30 17:52:15,112536,115535,2024-05-09 12:26:29 EEST,2024-05-09,12:26:29,Link,383,314,16,37,8,1,3,0,1,3,,-,0,0,0,,https://www.facebook.com/100040057191379/posts/1181834826495079,Ето какво ще могат да видят столичани и гостите на София на светлинния фестивал.,https://stolica.bg/svobodno-vreme/artisti-ot-tsyal-svyat-preobrazyavat-sofiya-za-lunar-kakvo-shte-vidim,,,"Артисти от цял свят преобразяват София за ""Лунар"", какво ще видим - Столица.bg","Третото издание на Фестивала на светлините LUNAR стартира довечера в 21:00 часа. Локациите ще бъдат достъпни напълно безплатно, а светлините ще бъдат включени между 21.00 ...",,,,383,5.98
Георги Валентинов Георгиев,GValentinovGeorgiev,100063591076094,POLITICIAN,BG,🇧🇬 Народен представител от ГЕРБ-СДС,2019-09-30 15:05:24,,,2024-04-27 12:16:06 EEST,2024-04-27,12:16:06,Native Video,324,278,17,25,0,2,2,0,0,0,owned,Yes,4983,5432,0,00:14:31,https://www.facebook.com/100063591076094/posts/940880878041606,"⚠️ В политиката банкрутът може да настъпи светкавично и снощи г-н Васил Терзиев направи показно. Какви са фактите: На 22.04.2024 г. зам.-кметът по финанси Иван Василев сключва консултантски договор с фирма „Инфинитус“ – 100% собственост на Деница Цекова - съпруга на Андрей Цеков, екс-министър на ПП и настоящ член на висшето ръководство на партия „Продължаваме промяната“. ⁉️ Попитах г-н Терзиев – редно ли е с обществени пари да се плаща на партийни функционери и само един консултант ли има в цяла София, та избраха именно нея? Отговорът пред медиите няма. След два дни размисъл последва „пост“ във фейсбук, в който се казва, че Столична община „Кани няколко фирми да участват в процедура по външен одит, от които се явяват само 3. СО избира двете с най-ниска цена“. Фактите: Обявявам награда за този, който открие на сайта за обществени поръчки обявата за тази процедура и офертите на трите явили се фирми. https://app.eop.bg/buyer/1240 Ще видите няколко процедури за „събиране на оферти с обява“, но такава за външен одит просто няма. Призовавам г-н Терзиев да публикува документите, с които е обявил „решението“ да направи „одит на обществени поръчки в особено големи размери“, „поканата“ и реда на постъпване на офертите. Тъй като такава публична процедура по реда на Закона за обществени поръчки просто няма публикувана в публично достъпни регистри, въпреки че г-н Терзиев се опитва да заблуди гражданите и медиите в обратното, нека да покаже каквото има – може да са най-обикновени писма, но официален документ все трябва да има, щом е имало някаква процедура. Политическият и морален банкрут: Г-н Терзиев така и не разбра, че проблемът не е в това, че ще правят одит, а че са възложили консултантската услуга за одит на фирма на видни партийци от „Продължаваме промяната“. Да защитаваш това е абсурдно. Това показва не двоен морал, а липса на такъв изобщо. ⁉️ Вторият казус: На 26.04.2024 г. зам.-кметът по култура, който отговаря за „Гробищните паркове“ сключва два директни договора за 45 и 15 хил. лв. с две фирми „Раком НТ Транспорт“ и „Гама стройинженеринг“, които не само са свързани с едни и същи собственици – Мартин Недев Тодоров и Ивайло Недев Тодоров, а и няколко седмици по-рано директорът на Гробищата е назначил Мартин Тодоров на ръководна длъжност в предприятието. Вместо незабавна реакция и освобождаване на ръководителя на общинското предприятие, който е допуснал това безобразие, и който освен това направи пълни самопризнания пред медиите, снощи г-н Терзиев написа „екипът ми има пълната ми подкрепа“. Ако г-н Терзиев смята да използва мястото, за да подкрепя явни злоупотреби, то неговото място определено не е там. ❗️Подготвили сме не само сигнала със сключените договор в явен конфликт на интереси, но и признанията на директора на Гробищата г-н Димитров, че е знаел всички обстоятелства, и още в понеделник ще бъдат изпратени в СДВР, в прокуратурата и до кмета на Столична община, който по закон контролира общинските предприятия. Продължавам да настоявам г-н Терзиев да застане публично пред медиите и да обясни и за двата случая – законно ли е, морално ли е, и той застава ли зад тези решения на екипа си. ⚠️ Обяснения от типа, че ни проверяват и затова сме против, са просто несъстоятелни. Това не е проверяване, а злоупотребяване. Безплатен съвет към кмета - проверки в Република България се правят от компетентните органи, както вчера написа самият г-н Терзиев. Другото не са ""одити"", а услуги, направени с парите на гражданите, но не ОТ министерските съпруги на кадрите на Промяната, а НА тях.",https://www.facebook.com/GValentinovGeorgiev/videos/1579660882882302/,,,Столичната община се превръща в банкомат на ПП и на техните роднини,,,,,324,17.05
Европейската комисия в България / European Commission in Bulgaria,ECinBulgaria,100064366162672,GOVERNMENT_ORGANIZATION,BG,Представителство на Европейската комисия в България,2011-10-31 12:56:36,53513,55530,2023-08-05 10:00:03 EEST,2023-08-05,10:00:03,Photo,323,246,7,14,26,2,25,0,1,2,,-,0,0,0,,https://www.facebook.com/100064366162672/posts/679673430854856,"""Казвам се Симона Стилиянова. Автор съм на блога за устойчив градски начин на живот - Zero Waste Sofia и съосновател на компанията “Основа”, която се стреми да помага на бизнеса да функционира в синхрон с околната среда. От 2022 г. съм и посланик на Европейския климатичен пакт в България. Включих се в информационното посещение в Севиля, защото ме мотивира желанието да видя как един от силно уязвените от климатичните промени градове се справя с предизвикателствата и намира в тях възможности да се превърне в по-привлекателно и приятно за местните и туристите място. Преди да посетя Севиля не бях запозната със съществуването на JRC. Силно ме впечатли факта, че решенията в ЕК се взимат на базата на наука и данни. Всички теми бяха изключително интересни, но като човек, посветил се на околната среда, най-любопитно ми беше да науча повече за процеса по създаване на стандарта EU Ecolabel, както и за индекса за “поправимост” на мобилни устройства, които са ключови за по-устойчива индустрия. Впечатлих се от част от добрите примери, които видяхме в Севиля. Може би, на първо място в България, бих искала да видя приобщаването и достъпността за всички, която беше силно застъпена в управлението на града. Общината има приложение, което предлага възможно най-лесни и достъпни маршрути за родители с колички и хора с двигателни затруднения. Искам да го видя и у нас. Бях попадала на подобен проект в рамките на хакатон в България и наистина ще се радвам да го видя реализиран. Мечтая си да видя проект като CartujaQanat, който съчетава естетика, достъпност и умна употреба на природни ресурси, включително използването на сянката, слънцето, вятъра и водата за справяне с горещините. Нямам търпение отново да посетя Севиля и да го видя завършен. Архитектурата, естетиката и наличието на унифицирани правила относно цветовете на сградите, липсата на брандирани чадъри и навеси. Всичко това прави средата много по-приятна. Обичам София, и виждам в нея огромен потенциал за развитие. Обичам да прекарвам време в по-дивата горска част на Борисовата градина, както и по малките улички в центъра. Но преди всичко, за да бъде един град добър за живеене, той трябва да бъде достъпен за всички, да се управлява умно и базирано на данни. София има над 300 обществени чешми, които да ни помогнат да се справяме с жегите и да намалим потреблението на пластмаса, но е нужно да бъдат стопанисвани правилно. Голяма част от тях могат да бъдат открити на картата “Чешмите в България” https://zerowastesofia.com/watermap/,:=:https://zerowastesofia.com/watermap/ а ако видите липсваща, можете да я добавите. Градът (и селото) на бъдещето си представям умни, управлявани на базата на данни и достъпни за всички. Ресурсите се използват умно, по улиците няма кофи за общ боклук, съществуват политики за нулеви отпадъци, нивата на разделно събиране са високи, а хранителните отпадъци се компостират. Почти нищо не достига до сметището. Ако водата в района е питейна - такава не се продава в заведенията, а е достъпна навсякъде безплатно. Инфраструктурата е удобна и безопасна, градът е достъпен пешеходно и с велосипед. Градският транспорт е удобен и хората предпочитат да го използват пред автомобилите си. Съществуват енергийни кооперативи, където зелена енергия се генерира локално и достъпно във всеки квартал. Училището е за всички, модерно е и провокира любопитство в растящите умове. Бизнесът функционира устойчиво, институциите си вършат работата, без да се намесват прекомерно. Цялата ни комуникация с тях се случва бързо и лесно с мобилно приложение. "" ---- 🇪🇸 В поредицата #ОпознавамЕСевиля ви разказваме за испанския град, който е европейска столица на интелигентния туризъм за 2023 г., и домакин на един от кампусите на Съвместния изследователски център на ЕК. 🇪🇺 European Capital of Smart Tourism е инициатива на ЕС, която отличава градовете за новаторския им подход по отношение на достъпност, цифровизация, устойчивост и културно наследство и творчество. Повече информация за проектите, които #Севиля ще реализира в рамките на годината можете да намерите тук 👇 https://seville-smarttourismcapital.eu/ 🇪🇺 Съвместният изследователски център EU Science Hub - Joint Research Centre е вътрешната служба на Комисията, която осигурява независима, основана на доказателства научна и техническа подкрепа за политиките на ЕС. 👉 https://europa.eu/!gdvTHH:=:https://joint-research-centre.ec.europa.eu/index_en #SharingIsSmart",https://www.facebook.com/photo.php?fbid=679673350854864&set=a.288679646620905&type=3,,,Photos from Европейската комисия в България / European Commission in Bulgaria's post,,,,,323,3.3
Летище София / Sofia Airport,SOFIAirport,100067062752747,TOPIC_AIRPORT,BG,Добре дошли на официалната страница на Летище София - най-голямото международно летище в България!,2012-02-01 19:13:58,24529,26914,2024-07-19 19:42:08 EEST,2024-07-19,19:42:08,Photo,266,179,30,36,19,1,0,0,1,0,,-,0,0,0,,https://www.facebook.com/100067062752747/posts/797653555813396,"🎉✈️ Wizz Air празнува 20 млн. превозени пътници от летище София и стартира нов маршрут! 🎉✈️ Днес на специално събитие на летище София Wizz Air отбеляза значим успех - 20 милиона превозени пътници от и до София. В чест на това събитие и предстоящата 20-годишнина на авиокомпанията, Wizz Air обяви нова вълнуваща дестинация: Лион! 🌍 От октомври ще можете да летите директно от София до „копринената столица на света“ на цени от само 73.99 лв. Билетите вече са в продажба на wizzair.com и в мобилното приложение на авиокомпанията. На събитието, организирано заедно с партньорите ни от летище София, присъстваха водещи медии и беше посрещнат полет от Брюксел Шарлероа, на който се намираше юбилейният 20-милионен пътник – Петя Минкова. Тя получи ексклузивен ваучер за пътувания на стойност 200 евро като израз на благодарност за лоялността и доверието на българските пътници. Wizz Air стартира полети от София през септември 2005 г. и оттогава непрекъснато разширява мрежата си от нискотарифни маршрути. Днес от летище София оперират общо 30 маршрута до 15 държави, осигурявайки достъпни и удобни полети за бизнес и туристически пътувания. ✈️🌟",https://www.facebook.com/photo.php?fbid=797653165813435&set=a.503609778551110&type=3,,,Photos from Летище София / Sofia Airport's post,,,,,266,2.02
Русский Дом в Софии,RKIC.Sofia,100064301007258,COMMUNITY_CENTER,BG,"Русский Дом в Софии
",2012-09-12 08:50:29,26022,44711,2024-05-19 17:45:06 EEST,2024-05-19,17:45:06,Photo,238,216,2,10,7,2,0,0,0,1,,-,0,0,0,,https://www.facebook.com/100064301007258/posts/826590752827617,"🇧🇬 Основателят на месинджъра Telegram Павел Дуров обяви пускането на хаштагове за търсене на съобщения във всички публични канали на Telegram. Новата функция ще работи по следния начин: когато щракне, потребителят ще може да види всички публикации по хаштага в публичните канали. Бързото изучаване на дневния ред или намирането на необходимата информация в Telegram вече няма да бъде проблем. Активните хаштагове ще станат достъпни в месинджъра през май. Telegram е един от най-популярните и сигурни месинджъри в света. Използването му предлага редица предимства, които го правят предпочитан избор за много потребители. Това са конфиденциалността, високата му скорост и надеждността. Там вие самите избирате какво и в какъв ред искате да виждате във вашата лента – без външно модериране и непрозрачни алгоритми. Руският дом в София също има свой Телеграм канал! Абонирайте се, линк към него има в първия коментар. 🇷🇺 Основатель мессенджера Telegram Павел Дуров анонсировал запуск хэштегов для поиска сообщений по всем публичным телеграм-каналам. Работать новая функция будет так: при нажатии пользователь сможет увидеть все посты по тегу в публичных каналах. Быстро изучить повестку или найти нужную информацию в Telegram больше не будет проблемой. Активные хэштеги станут доступны в мессенджере уже в мае. Telegram является одним из самых популярных и безопасных мессенджеров в мире. Его использование предлагает ряд преимуществ, которые делают его предпочтительным выбором для многих пользователей. Это конфиденциальность, высокая скорость и надежность. Там вы сами выбираете, что и в каком порядке хотите видеть в своей ленте - без внешней модерации и непрозрачных алгоритмов. У Русского дома в Софии тоже есть свой телеграмм-канал! Подписывайтесь, ссылка в первом комментарии. #РусскийдомвСофии #Телеграмм",https://www.facebook.com/photo.php?fbid=826590536160972&set=a.613544427465585&type=3,,,,,,,,238,-1.22
Капитал,capitalbg,100064927622404,NEWS_SITE,BG,"""Капитал"" е най­-влиятелната бизнес медиа в България. Прогнози, които се сбъдват

www.capital.bg",2009-03-23 14:55:56,199943,209198,2024-03-31 16:12:54 EEST,2024-03-31,16:12:54,Photo,215,143,30,8,5,0,28,0,0,1,,-,0,0,0,,https://www.facebook.com/100064927622404/posts/814184394089141,"от архива: София се радва на вълни от чужди туристи, които ѝ носят стотици милиони приходи 🔗 https://www.capital.bg/3365917:=:https://www.capital.bg/vestnikut/capital/k1/politika_i_ikonomika/2018/12/21/3365917_koi_obicha_sofiia/ През последните няколко години притокът на чужденци към столицата постоянно расте благодарение на нискотарифните компании и (вярвате или не) София има предпоставките да се превърне в известна дестинация: достъпни цени на полетите и престоя, нощен живот, история и кратки разстояния до други интересни градове. София вече се нареди на трето място след Букурещ и Лисабон в класацията на Mastercard Destination Cities Index за ""най-бързо растящите дестинации в Европа"" за 2017 г. Според Business Insider градът е един от 50-те, които човек трябва да посети сам, а Huffington Post го нарежда сред 17-те, които трябва да се видят, преди да станат популярни...",https://www.facebook.com/photo.php?fbid=814184300755817&set=a.602015025306080&type=3,,,,,,,,215,1.62
Синя България,SinyaBG,100094570966151,POLITICAL_ORGANIZATION,BG,Дясно-консервативен политически съюз за развитие на България,2023-07-14 22:00:03,2963,3949,2023-10-19 10:50:24 EEST,2023-10-19,10:50:24,Photo,205,187,2,15,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/100094570966151/posts/172698309225867,"Продължават срещите на кандидата за кмет Вили Лилков и кандидатите за общински съветници от Синя София със столичани под мотото “Гласувайте за Синя София с 89 в трите бюлетини”. Всички те са твърдо убедени, че природните богатства на града трябва да са максимално достъпни за всички софиянци. В разговори с гражданите проф. Вили Лилков представя стратегическите идеи за развитието на града, залегнали в програмата на Синя София и които водят към крайната желана цел - столичани да се възползват най-ефективно от всички богатства на града. 🎯 Екипът на Синя София смята, че столичните реки са „спящ“ и забравен, ала изключително важен капитал на града. Ще ги приобщим към градската среда чрез: 👉 Създаване на възможности за разливането им, където това е възможно. 👉 Изграждане около тях на осветление, спортни съоръжения, места за срещи почивка, пешеходни и велоалеи. 👉 Възстановяване на речните природни местообитания и създаване на влажни зони за водолюбиви видове. 👉 Преустановяване на нерегламентираното заустване на отпадъчни води. 🎯 Друг важен аспект от програмата ни са мечтаните зелени клинове. След всяка следващата година те стават все по-невъзможни за реализиране. Тук има нужда от иновативно решение с публично-частно партньорство. Ще работим за: 👉 Превръщане на зелените клинове от Витоша в паркове, които вкарват чист въздух в София • хидропарк „Искър“ по поречието на р. Искър и естествените езера около нея; • линеен парк по поречието на реките Драгалевска и Бара Изливо за жителите на кв. „Манастирски ливади“, „Кръстова вада“ и „Витоша ВЕЦ Симеоново“; • парк „Въртопо“ в районите „Младост“, „Студентски“, „Дървеница“, „Мусагеница“; • „Източен парк“ по поречието на реките Кална и Банишка и др. 👉 Изграждане на парк „Кукуряк“ в район „Овча купел“; възстановяване на Западния парк и изграждане на връзка от район „Люлин“; почистване на езерото Панчарево. 👉 Превръщане на трасетата на бившата околовръстна железница в линеен зелен парк с велосипедни и пешеходни алеи и спортни съоръжения. 🎯 София исторически е изграден около минералните извори, които трябва да бъдат използвани в полза на гражданите ѝ. София може да се развие като СПА център на основата на богатството на минерални води. Минералните извори могат да привлекат допълнителен туристически поток към Столицата. За целта: 👉 Ще създадем Специализирано общинско предприятие за проучване, развитие и експлоатация на минералните извори в столицата. 👉 Заедно с държавата и бизнеса и други заинтересовани страни ще приемем дългосрочна програма за тяхното оползотворяване. 🎯 Столична община ще преосмисли много от концепциите за своето развитие на основата на Зелена Конституция, която практически да насърчава зелената икономика и реализацията на зелените идеи за София. Всички тези идеи ще влязат в и нормативните документи на общината.",https://www.facebook.com/photo.php?fbid=172694979226200&set=a.110839818745050&type=3,,,,,,,,205,-1.41
Александър Дунчев,alexdountchev2,100082970702725,FORESTRY_SERVICE,BG,"В подкрепа на инициативите за опазването на горите, природата и хората, които се грижат за тях.",2022-05-10 09:10:37,9920,10678,2024-03-15 07:41:21 EET,2024-03-15,07:41:21,Photo,203,110,4,31,1,3,1,16,34,3,,-,0,0,0,,https://www.facebook.com/100082970702725/posts/398812736227747,"Днес е срокът не само за проверките на НАП (МФ) и БАБХ (МЗХ) срещу Гората.бг, но и срокът, в който Асен Василев (МФ) и Кирил Вътев (МЗХ) трябва да решат дали пускат държавните горски предприятия по пистата за приватизация чрез преобразуването им в ЕАД. И няма изгледи да се откажат, освен ако хората в Гората.бг - група 💚🌳 не ги спрат!! Ето за това е тази атака на превзетата държава срещу Никола Рахнев! Не е ли предателство?",https://www.facebook.com/photo.php?fbid=10232477620261695&set=gm.1409950699646759&type=3,,,Nikola,"**ВЪЗМОЖНО Е ТОВА ДА Е ПОСЛЕДЕН СЕЗОН НА ГОРАТА.БГ, ЗАТОВА СЕ ВКЛЮЧЕТЕ АКТИВНО В НАШИТЕ 15-ТИНА ОСТАВАЩИ СЪБИТИЯ!

Утре изтича срокът** на проверката на ""Гората.бг"" в НАП, отказаха да ни го удължат с повече от едва 15 дни, по закон следваше да го удължат поне с 30 дни, но... И обемите са огромни, 26 точки с ВИДОВЕ документи, няколко години назад, говорим за наистиана много, много неща и то в най-най-натовареното време, когато правим по 5-6 събития на уикенд и всичко е доста интензивно.

**Ще се справя, **утре ще изпратя една част от документи, другите ще са достъпни на място, защото са хиляди страници и няма как да се сканират, а още по-малко изпратят до 5 Mb, какъвто е максимален допустим размер на файлове за НАП. Тази проверка ще приключи без извинение, но и без каквито и да било санкции и нарушения, защото такива няма. Имах 2 проверки преди месеци, приключиха - тази е нова.

**Днес изискаха да отида в БАБХ**, във връзка с подаряването на дръвчетата, проверка по сигналИ, започват искания и там за всевъзможни документи. Имаше една такава преди няколко седмици, приключи без констатирани нарушения. Тази е нова.

**Държавните горски стопанства** не могат да ми ПРОДАДАТ повече от 2 месеца фиданки, свободни количесва, които не са им нужни, бюрокрация.. правя каквато ми кажат, но пак не става. Дали не искат или не могат - ще разберем скоро.

**В част от градовете,** които посещаваме - общинските администрации **действат все едно сме някакви врагове** или ни давят в бумащина, заявления, писма, други директно искат пари - като Драгоман, трети ни отказват да проведем събития при тях - като Монтана. И т.н.

**Платих двукратно** 5 глоби за малки нарушения по пътищата, защото НАП и КАТ не са ги разнесли и не си общуват системите им.

**Системата на НАП също не работи** за Фондация ""Гората.бг"" - пращам по мейл, никой не знае защо и как да се оправи, загубих часове, но не става...

**Днес имам проверка И** на фирмата ми от НАП, която е грешка, да, грешка, търсят фактури на фирма, която за първи път чувам, написах, че е грешка и да, случва се и в НАП да грешат, но трябва да пратя официално писмо, с обяснения, но това НЕ е моя грешка, не е ли редно те да... Но така е.

**И седя и си мисля, за какво??**

**Ако вложа същите усилия**, енергия, постоянство **в друга държава**, дали няма да имам повече резултати, че и повече смисъл. Ако например действам някъде в Амазония, в Африка, по екватора, ще е много по-ефективно и полезно за планетата и с много по-малко бюрокрация.

**Друг вариант е да** мина изцяло на частни терени, които да стават гори, тук в България, да консервираме гори в зряла възраст, които да купуваме...или нещо друго, което да е по-мащабно и по-лесно..

Но каквото и да е, **не искам повече от същото**, не желая да се боря с бюрокрацията, с доносници, с репресии или просто със съвпадения. Не виждам смисъл в тази част, защото това намалява много моята ефективност, тоест нашата, на Гората.бг, а винаги съм искал (и така действам) да сме ефективни, да имаме мащаб.

И не, **НЕ СЪМ СЕ УПЛАШИЛ**, **не съм се предал**, просто **мисля, че мога да успявам повече** и с повече лекота, с повече ефективност, в друга област или на друго място.

Благодаря Ви, че прочетохте всичко това! **Чакам Ви във Варна, Добрич, Каварна, Шумен, Силистра, Габрово, Търново, Русе, Троян, Ловеч, София. **А вероятно и в Тараклия, Молдова, където ще засадим гората на България, там при десетките хиляди бесарабски българи.

**ЩЕ НАПРАВЯ НУЖНОТО ДА ЗАСАДИМ 1 МИЛИОН ДЪРВЕТА ТОЗИ СЕЗОН**, ЗА ТЕЗИ около 4 МЕСЕЦА!

А после ще видим.

П.П. Вече сме засадили над 3 милиона дръвчета, заедно, Гората.бг и стотици хиляди българи, доброволци, ЗА МЕН БЕШЕ ЧЕСТ!❤️🇧🇬",,,,203,-2.01
Димитър Данчев,DanchevDimitar,100063696752245,POLITICIAN,BG,Член на БСП,2013-03-31 13:44:57,4248,4303,2023-10-27 09:12:54 EEST,2023-10-27,09:12:54,Photo,196,144,27,2,5,1,15,0,1,1,,-,0,0,0,,https://www.facebook.com/100063696752245/posts/815788617221023,"Успешното управление на Столицата минава през борба – борба с бездушието и безхаберието, борба с корупцията и бюрокрацията, борба с неравенствата и развитието на града на две и повече скорости, борба за гражданското общество и запазване на историческата памет на София и софиянци. Затова на София е необходим борбен кмет като Ваня Григорова, който е готов да казва „НЕ“ на корупцията и да води битка за развитието на крайните квартали наравно с „жълтите павета“. Кмет, за който интересите на редовия софиянец са над парите, а властта не е самоцел, а средство за подобряване на живота на хората. През последните години виждах как Ваня се бори за каузи без да мисли за своя личен интерес - за справедливо заплащане на работещите, за достъпни цени на основните хранителни стоки, за запазване на българското производство, срещу корупцията и още много, много други/. Вярвам, че софиянци този път ще направим правилния избор с бюлетина 86! Успех, Ваня!",https://www.facebook.com/photo.php?fbid=815787443887807&set=a.320974100035813&type=3,,,Photos from Димитър Данчев's post,,,,,196,2.61
Thrift shop - книжарница за нови и използвани книги,thriftshopbooks,100064311504753,LOCAL,BG,Предлагаме нови и употребявани книги на достъпни цени! ,2016-05-25 11:21:44,53529,54063,2024-03-10 23:29:34 EET,2024-03-10,23:29:34,Photo,189,154,33,1,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/100064311504753/posts/842661784554197,"САМО ЗА СОФИЯ, ПОНЕ 50 БРОЯ! Изкупуваме всякъкъв вид книги Художествена литература – любовни романи, криминални, хумор, фантастика, класика, екшън, трилър, еротика … Исторически – история, археология, биографии, мемоари … Албуми, монографи – илюстровани албуми с картини на художници, галерии, фотография … Карти, атласи, глобуси Архитектура Техническа литература Детска литература Спортна литература Философия, психология Езотерика, йога Личностно развитие Книги с автографи Поредици Готварска литература – рецепти, технологии … Гъби, билки Полезни съвети за дома Градинарство, лозарство, земеделие … Книги на чужди езици Антикварни издания НЕ изкупуваме книги в лошо състояние и хартия за вторични суровини Изкупуваме книги САМО на територията на град София Възможност за изкупуване на цели домашни библиотеки Работим както в делнични, така и в почивните дни Плащане на момента Цени – по договаряне след предварителен оглед на място или след изпратени снимки на Viber (0893361306)",tel:+359893361306,,,Thrift shop - книжарница за нови и използвани книги,Предлагаме нови и употребявани книги на достъпни цени! ,,,,189,4.61
БСП Община Раковски,,100069123793740,POLITICAL_PARTY,BG,БСП е наследник и продължител на над вековната история,2015-10-11 17:19:30,1936,2000,2023-09-07 12:51:02 EEST,2023-09-07,12:51:02,Photo,171,114,30,19,7,0,0,1,0,0,,-,0,0,0,,https://www.facebook.com/100069123793740/posts/621477520166369,"Днес на 7 септември 1911 година в Правец е роден Тодор Живков. Без значение какво мислите за него, когато минете покрай училище, мост, язовир, завод, болница, ЖП линия, ел. централа, НДК в София, ЖП гара, напоителни съоръжения или просто карате по междуселски асфалтов път, знайте, че това бе създадено, когато той управляваше България. Живков направи така, че във всяко селце в България да има вода, ток и път, училище и читалище. Направи така, че книгите да са на цената на хляба, за да са достъпни за всички. В 70-те и 80-те години по качество на образованието си България бе измежду водещите държави в света. Добре е да знаете, че с негова подкрепа, дъщеря му Людмила Живкова донесе вторият златен век за българската култура. Парадоксът е, че този държавник, през чието управление България имаше лев със златно покритие и думите безработица и бедност бяха непознати, си остана единственият ефективно осъден за престъпления срещу народа си. След това, 32 години демокрация нямаме НИТО ЕДИН ОСЪДЕН държавник. Може би те бяха безгрешни и направиха повече за народа си от него? Нека истината говори сама за себе си... Но знайте едно - народ, който не цени и уважава миналото си, няма да има и бъдеще!",https://www.facebook.com/photo.php?fbid=621477493499705&set=a.231797059134419&type=3,,,,,,,,171,6.11
Списание EVA,EVA.magazine.bg,100064705239435,MAGAZINE,BG,"http://www.eva.bg

Instagram: eva_magazine",2009-10-01 12:44:55,121384,125218,2024-05-09 14:17:05 EEST,2024-05-09,14:17:05,Link,171,156,1,2,11,0,0,0,1,0,,-,0,0,0,,https://www.facebook.com/100064705239435/posts/850018303831670,"Решението ни с мъжа ми да живеем тук беше спонтанно. Виена е близо до София, без да е мегаполис, в който се претопяваш. Има мащаб, наситен културен живот и е „по-бутиково“. Аз обичам промените и никога не съм се притеснявала да изляза от зоната си на комфорт. И направихме експеримент. Заминахме буквално с по един куфар. Началото беше абсолютно излизане от зоната на комфорт, защото пристигнахме на 17 февруари 2020 г. През март започнаха да затварят всичко, докато достъпни останаха само хранителните магазини, банките и аптеките, но никъде не можеше да се влезе без тест. Беше забранено да се излиза. Улиците бяха пусти, като декор на филм. Нямаше полети, правеха тестове, после ваксини. Преживяхме седем локдауна с изключително строги мерки. Но още първия ден, в който пристигнахме, докато вървяхме по улицата, попитах дъщеря ни Ида как се чувства. Тя се огледа и каза: „Много ми харесва, мамо! Виж колко са чисти сградите! Колко са красиви! По улиците няма боклуци!“. В детската градина ѝ хареса. В училището се влюби.",https://eva.bg/article/45715-Viena-na-Mia-Santova-iziskana-krasiva-i-leko-namrashtena,,,"Виена на Миа Сантова - изискана, красива и леко намръщена","Истински можеш да усетиш един град, когато видиш как се събужда или ако се разходиш из улиците му с някой, който живее в него. Така се роди идеята за тази рубрика, в ко...",,,,171,2.31
БСП Община Раковски,,100069123793740,POLITICAL_PARTY,BG,БСП е наследник и продължител на над вековната история,2015-10-11 17:19:30,1867,1927,2023-08-16 09:42:10 EEST,2023-08-16,09:42:10,Photo,164,117,25,14,5,0,0,2,0,1,,-,0,0,0,,https://www.facebook.com/100069123793740/posts/609482441365877,"05.08 се навършват 25 години от смъртта на Тодор Живков. В родните медии - нито думичка. Без значение какво мислите за него, когато минете покрай училище, мост, язовир, завод, болница, ЖП линия, ел. централа, НДК в София, ЖП гара, напоителни съоръжения или просто карате по междуселски асфалтов път, знайте, че това бе създадено, когато той управляваше България. Живков направи така, че във всяко селце в България да има вода, ток и път, училище и читалище. Направи така, че книгите да са на цената на хляба, за да са достъпни за всички. Най-хубавите детски филми бяха създадени по негово време. Добре е да знаете, че с негова подкрепа, дъщеря му Людмила Живкова донесе вторият златен век за българската култура. Парадоксът е, че този държавник, през чието управление България имаше лев със златно покритие и думите безработица и бедност бяха непознати, си остана единственият ефективно осъден за престъпления срещу народа си. След това, 32 години демокрация нямаме НИТО ЕДИН ОСЪДЕН държавник. Може би те бяха безгрешни и направиха повече за народа си от него? Нека истината говори сама за себе си... Но знайте едно - народ, който не цени и уважава миналото си, няма да има и бъдеще!",https://www.facebook.com/photo.php?fbid=609482428032545&set=a.231797059134419&type=3,,,,,,,,164,5.86
Настимир Ананиев,nastimir.ananiev,100050186542715,PERSON,BG,"Активист за граждански права и политик с каузи.

Столица.bg,Stolica.bg,100040057191379,NEWS_SITE,BG,🟠 Сайтът на София 🟠",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
